,"대여소
번호",보관소(대여소)명,소재지(위치),상세주소,위도,경도,"설치
시기",설치형태,거치대수,"운영
방식"
367,4382.0, 페코텍글로벌허브빌딩 앞,성동구,서울특별시 성동구 동일로 169,37.54753494,127.06682587,2022-02-10 00:00:00.000,,7,QR
368,4383.0, 푸조비즈타워 앞,성동구,서울특별시 성동구 성동구 광나루로 310,37.54808044,127.06461334,2022-02-10 00:00:00.000,,4,QR
369,4385.0, 용답동 우체국 주변,성동구,서울특별시 성동구 천호대로 384,37.56168747,127.06151581,2022-07-11 00:00:00.000,,5,QR
370,4386.0, 현대자동차 동부서비스센터 주변,성동구,서울특별시 성동구 성수이로 134 현대자동차써비스(주)동부사업소,37.546978,127.05796814,2022-08-23 00:00:00.000,,5,QR
371,4387.0, 성수역 1번출구 주변,성동구,서울특별시 성동구 아차산로 83 에프투텔레콤,37.54555893,127.05336761,2022-08-23 00:00:00.000,,8,QR
372,4388.0, 하우스디세종타워 앞,성동구,서울특별시 성동구 성수일로10길 26 하우스디 세종타워,37.54644394,127.05332184,2022-09-07 00:00:00.000,,10,QR
373,4389.0,서울숲역3번출구,성동구,성동구 성수동1가 694-71,37.54255676,127.04423523,2023-01-09 00:00:00.000,,5,QR
374,4390.0,신답역 1번출구,성동구,성동구 용답동 128-3,37.57045364,127.04694366,2023-04-07 00:00:00.000,,5,QR
375,4392.0,답십리역 6번출구,성동구,성동구 천호대로282,37.56678009,127.05233002,2023-10-06 00:00:00.000,,5,QR
376,4393.0,상원삼거리 장안철교 아래,성동구,성동구 성수동1가 2-20,37.55105209,127.05222321,2023-09-11 00:00:00.000,,10,QR
377,4394.0,서울시립24시간게스트하우스,성동구,성동구 송정동 73-1113,37.55433273,127.05822754,2023-12-08 00:00:00.000,,2,QR
378,3500.0, 군자역2번출구,광진구,서울특별시 광진구 능동로 313 군자역2번출구,37.55758667,127.07969666,2017-11-01 10:28:27.000,7,,LCD
379,3501.0, 광진구청 앞,광진구,서울특별시 광진구 자양로 131 광진구청 앞,37.53950119,127.08300018,2017-11-01 12:11:05.000,10,,LCD
380,3502.0, 중곡역 1번출구,광진구,서울특별시 광진구 능동로 지하 417 중곡역 1번출구 앞,37.56565857,127.08429718,2017-11-01 12:12:59.000,15,18,QR
381,3503.0, 광진유진스웰,광진구,서울특별시 광진구 아차산로78길 7 광진유진스웰,37.55048752,127.10895538,2017-11-01 12:14:45.000,14,,LCD
382,3504.0, 원일교회,광진구,서울특별시 광진구 아차산로 304 원일교회,37.53805161,127.07659912,2017-11-01 12:39:43.000,8,,LCD
383,3505.0, 신양초교앞 교차로,광진구,서울특별시 광진구 능동로 42 신양초교앞 교차로,37.5352211,127.06839752,2017-11-01 12:40:55.000,12,,LCD
384,3506.0, 영동대교 북단,광진구,서울특별시 광진구 자양동 203-22 영동대교 북단,37.53701401,127.06109619,2017-11-01 16:00:00.000,10,,LCD
385,3507.0, 어린이회관,광진구,서울특별시 광진구 능동 465-7 어린이회관,37.54595184,127.07800293,2017-11-01 16:00:00.000,25,,LCD
386,3508.0, 화양사거리,광진구,서울특별시 광진구 화양동 21-6 화양사거리,37.54822159,127.06787872,2017-11-01 16:00:00.000,10,7,QR
387,3509.0, 세종사이버대학교,광진구,서울특별시 광진구 군자동 111-2 세종사이버대학교,37.55341721,127.07319641,2017-11-01 16:00:00.000,20,20,QR
388,3510.0, 중곡SK아파트앞,광진구,서울특별시 광진구 용마산로32길 32 중곡SK아파트앞,37.56864929,127.08625031,2018-03-23 14:03:28.000,10,,LCD
389,3516.0, 구의아리수정수센터앞,광진구,서울특별시 광진구 광나루로 571 구의아리수정수센터앞,37.54370499,127.09324646,2017-11-28 10:35:40.000,15,,LCD
390,3517.0, 용마사거리,광진구,서울특별시 광진구 능동로 373 용마사거리,37.5625267,127.08227539,2017-11-28 10:24:44.000,10,,LCD
391,3518.0, 군자역 7번출구뒤,광진구,서울특별시 광진구 천호대로 지하 550 군자역 7번출구 뒤,37.55686188,127.07913971,2017-11-28 10:22:49.000,8,,LCD
392,3520.0, 광진경찰서,광진구,서울특별시 광진구 자양로 167 광진경찰서,37.54251862,127.08408356,2018-02-26 10:57:25.000,10,,LCD
393,3521.0, 현대홈타운 뒷길,광진구,서울특별시 광진구 아차산로69길 29 현대홈타운 뒷길,37.54342651,127.09661865,2018-02-26 10:58:38.000,10,,LCD
394,3523.0, 건국대학교 과학관(이과대) 앞,광진구,서울특별시 광진구 능동로 120 건국대학교 과학관(이과대) 앞,37.54171753,127.08016968,2018-04-16 14:09:21.000,10,,LCD
395,3528.0, 광진정보도서관,광진구,서울특별시 광진구 아차산로78길 90 광진정보도서관,37.55059814,127.11051178,2018-10-29 00:00:00.000,8,,LCD
396,3529.0, 어린이대공원정문,광진구,서울특별시 광진구 능동로 216 어린이대공원정문,37.54978943,127.07592773,2018-10-31 00:00:00.000,15,,LCD
397,3533.0, 건대입구역 사거리(롯데백화점),광진구,서울특별시 광진구 능동로 92 건대입구역 사거리(롯데백화점),37.53913879,127.07061768,2018-10-29 00:00:00.000,10,,LCD
398,3534.0, 건대입구역 5번출구 뒤,광진구,서울특별시 광진구 아차산로 236 건대입구역 5번출구 뒤,37.5401268,127.06949615,2018-10-29 00:00:00.000,12,,LCD
399,3536.0, 중앙농협(자양동),광진구,서울특별시 광진구 뚝섬로 639 중앙농협(자양동),37.53181076,127.08074188,2018-10-29 00:00:00.000,10,,LCD
400,3537.0, 아차산 휴먼시아 아파트 옆,광진구,서울특별시 광진구 천호대로 716 아차산 휴먼시아 아파트 옆,37.54848862,127.09375763,2018-10-29 00:00:00.000,15,,LCD
401,3542.0, 래미안 구의파크 스위트,광진구,서울특별시 광진구 광나루로 545 래미안파크스위트,37.5450058,127.09003448,2018-11-14 00:00:00.000,17,,LCD
402,500.0, 어린이대공원역 3번출구 앞,광진구,서울특별시 광진구 능동로 지하210 어린이대공원역 3번출구 앞,37.54706955,127.07427216,2015-10-07 11:45:00.000,10,7,QR
403,501.0, 광진구의회 앞,광진구,서울특별시 광진구 능동로 76 광진구의회 앞,37.53730774,127.07035065,2015-10-07 11:46:27.000,21,30,QR
404,502.0, 뚝섬유원지역 1번출구 앞,광진구,서울특별시 광진구 능동로 10 뚝섬유원지역 1번출구 앞,37.53186035,127.06719208,2015-10-07 11:47:15.000,17,33,QR
405,505.0, 자양사거리 광진아크로텔 앞,광진구,서울특별시 광진구 아차산로 355 타워더모스트 광진아크로텔,37.53701019,127.08224487,2015-10-07 11:49:34.000,12,12,QR
406,515.0, 광양중학교 앞,광진구,서울특별시 광진구 자양로3길 7 광양중학교 앞,37.53023529,127.08683014,2015-10-07 11:59:17.000,15,15,QR
407,516.0, 광진메디칼 앞,광진구,서울특별시 광진구 광나루로 355 광진메디컬앞,37.54840469,127.06936646,2015-10-07 11:59:59.000,5,10,QR
408,539.0, 군자교교차로,광진구,서울특별시 광진구 중곡동 263-1 군자교교차로,37.55979538,127.07420349,2016-06-29 12:00:00.000,10,10,QR
409,540.0, 군자역 7번출구 베스트샵 앞,광진구,서울특별시 광진구 군자동 499 군자역 7번출구 베스트샵 앞,37.55603027,127.0786438,2016-06-29 12:00:00.000,8,,LCD
410,542.0, 강변역 4번출구 뒤,광진구,"서울특별시 광진구 구의동 546-6 강변역 1,4번 출구 아래",37.53582382,127.09416199,2016-06-29 12:00:00.000,19,19,QR
411,543.0, 구의공원(테크노마트 앞),광진구,서울특별시 광진구 구의동 546-3 구의공원(테크노마트 앞),37.53596878,127.09467316,2016-06-29 12:00:00.000,20,20,QR
412,544.0, 광남중학교,광진구,서울특별시 광진구 광장동 561-15 광남중학교,37.54072952,127.10290527,2016-06-29 12:00:00.000,20,,LCD
413,546.0, 잠실대교북단 교차로,광진구,서울특별시 광진구 자양동 722 잠실대교북단 교차로,37.53247833,127.08509064,2016-06-29 12:00:00.000,8,,LCD
414,548.0, 자양나들목,광진구,서울특별시 광진구 자양동 738 자양나들목,37.5297699,127.07485962,2016-06-29 12:00:00.000,20,,LCD
415,549.0, 아차산역 3번출구,광진구,서울특별시 광진구 구의동 96 아차산역 3번출구,37.55122375,127.08970642,2016-06-29 12:00:00.000,10,,LCD
416,551.0, 구의삼성쉐르빌 앞,광진구,서울특별시 광진구 구의강변로 106 구의삼성쉐르빌 앞,37.54006195,127.09449768,2016-07-06 12:00:00.000,13,13,QR
417,552.0, 대림아크로리버 앞,광진구,서울특별시 광진구 구의강변로 64 대림아크로리버 앞,37.53657913,127.0929718,2016-07-06 12:00:00.000,9,,LCD
418,553.0, 중곡 성원아파트 앞,광진구,서울특별시 광진구 동일로 459 중곡 성원APT 앞,37.57125473,127.07980347,2016-07-06 12:00:00.000,19,,LCD
419,555.0, 구의3동주민센터,광진구,서울특별시 광진구 강변역로 17 구의3동주민센터,37.53784943,127.09217072,2016-07-06 12:00:00.000,9,,LCD
420,571.0, 세종대학교 대양AI센터,광진구,서울특별시 광진구 군자동 98-22,37.55039597,127.07585907,2016-07-06 12:00:00.000,20,20,QR
421,573.0, 구의문주차장 앞,광진구,서울특별시 광진구 능동로 216 구의문주차장 앞,37.54523087,127.08473206,2016-07-06 00:00:00.000,10,10,QR
422,574.0, 아차산역4번출구,광진구,서울특별시 광진구 능동로 216 아차산역4번출구,37.55184937,127.08898163,2016-07-06 12:00:00.000,45,45,QR
423,575.0, 대원중고교 입구(대하빌딩),광진구,서울특별시 광진구 용마산로 120 중앙농협 중곡지점,37.56429291,127.08693695,2016-07-06 12:00:00.000,10,,LCD
424,576.0, 광나루역 3번 출구,광진구,서울특별시 광진구 아차산로 552 광나루역 3번 출구,37.54483032,127.10426331,2016-07-06 12:00:00.000,10,,LCD
425,577.0, 광진청소년수련관,광진구,서울특별시 광진구 구천면로 2 광진청소년수련관,37.54654694,127.10613251,2016-07-06 12:00:00.000,10,10,QR
426,584.0, 광진광장 교통섬,광진구,서울특별시 광진구 군자동 374-8 광진광장 교통섬,37.54782867,127.07263184,2016-09-02 11:00:00.000,20,20,QR
427,588.0, 뚝섬 유원지역,광진구,서울특별시 광진구 능동로 10 뚝섬유원지역,37.53268814,127.06749725,2016-12-09 09:54:51.000,20,20,QR
428,590.0, 건국대학교 (입학정보관),광진구,서울특별시 광진구 능동로 120 입학정보관,37.53989029,127.07336426,2017-08-30 16:27:59.000,20,,LCD
429,591.0, 건국대학교 (행정관),광진구,서울특별시 광진구 능동로 120 행정관,37.54277802,127.07537079,2017-08-30 16:29:21.000,5,,LCD
430,592.0, 건국대학교 학생회관,광진구,서울특별시 광진구 능동로 120 학생회관,37.54191208,127.07763672,2017-08-30 16:30:22.000,30,,LCD
431,593.0,자양중앙나들목,광진구,서울특별시 광진구 자양강변길 301 광진구 자양2동 705,37.52845383,127.07803345,2017-10-18 11:17:05.000,5,8,QR
432,3543.0, 세종대학교(학술정보원),광진구,서울특별시 광진구 능동로 209 세종대학교,37.55137253,127.07444,2019-12-16 00:00:00.000,15,,LCD
433,3563.0,구의7단지현대아파트,광진구,서울특별시 광진구 구의강변로3가길 33 구의7단지조합현대아파트,37.53680038,127.09083557,2020-06-09 00:00:00.000,,5,QR
434,3564.0,나루마당,광진구,서울특별시 광진구 구의동 175-1,37.54707336,127.09828949,2020-04-14 00:00:00.000,,10,QR
435,3566.0,우성4차아파트,광진구,서울특별시 광진구 자양동 712,37.53507233,127.07611084,2020-04-14 00:00:00.000,,10,QR
436,3569.0,건대병원후문,광진구,서울특별시 광진구 화양동 4-1,37.53956604,127.0724411,2020-05-07 00:00:00.000,,12,QR
437,3570.0,구의역 리버비스타 오피스텔,광진구,서울특별시 광진구 아차산로 417,37.53809738,127.08901978,2020-04-14 00:00:00.000,,10,QR
438,3571.0,화양 APT(횡단보도 옆),광진구,서울특별시 광진구 화양동 24-33,37.54434967,127.0654068,2020-04-13 00:00:00.000,,15,QR
439,3573.0,광나루안전체험관,광진구,서울특별시 광진구 능동 18,37.551338200000004,127.07671356,2020-04-13 00:00:00.000,,15,QR
440,3575.0, 자양사거리(서원빌딩),광진구,서울특별시 광진구 아차산로 360 서원빌딩,37.53657532,127.08258057,2020-04-14 00:00:00.000,,6,QR
441,3579.0,광진 캠퍼스시티,광진구,서울특별시 광진구 화양동 21-62,37.54788971,127.06745148,2020-04-13 00:00:00.000,,20,QR
442,3581.0,광진광장,광진구,서울특별시 광진구 군자동 374-10,37.54747009,127.07396698,2020-04-16 00:00:00.000,,15,QR
443,3582.0,화양동 우체국,광진구,서울특별시 광진구 화양동 18-39,37.54798889,127.06950378,2020-04-13 00:00:00.000,,14,QR
444,3586.0,군자역 비채온 오피스텔,광진구,서울특별시 광진구 군자동 473-26,37.55771255,127.07727051,2020-04-14 00:00:00.000,,8,QR
445,3587.0,우성식품 앞,광진구,서울특별시 광진구 구의동 201-2,37.54246521,127.09423065,2020-05-07 00:00:00.000,,15,QR
446,3588.0,세종대학교(영실관),광진구,서울특별시 광진구 군자로 114 세종초등학교,37.55237198,127.07353973,2020-05-07 00:00:00.000,,10,QR
447,3853.0, 어린이대공원역 2번출구,광진구,서울특별시 광진구 광진구 능동 463-1,37.54764938,127.07470703,2020-12-09 00:00:00.000,,18,QR
448,3860.0, 건국대학교 정문 앞,광진구,서울특별시 광진구 광진구 광나루로 416,37.5465126,127.07571411,2020-12-09 00:00:00.000,,10,QR
449,3863.0, 동일로58길 입구,광진구,서울특별시 광진구 광진구 동일로 296,37.55775452,127.07297516,2020-12-10 00:00:00.000,,10,QR
450,3864.0, 광진소방서 앞,광진구,서울특별시 광진구 광진구 광나루로 486,37.5450058,127.08337402,2020-12-09 00:00:00.000,,11,QR
451,3865.0, 이튼타워리버 2차,광진구,서울특별시 광진구 광진구 능동로 50,37.53520966,127.06900024,2020-12-09 00:00:00.000,,8,QR
452,3868.0, 자양한강도서관,광진구,서울특별시 광진구 광진구 뚝섬로52길 58,37.52916336,127.07798767,2020-12-10 00:00:00.000,,10,QR
453,3873.0, 동서울우편집중국 앞,광진구,서울특별시 광진구 광진구 자양로 80,37.53470993,127.08447266,2020-12-10 00:00:00.000,,8,QR
454,3878.0, 장로회신학대학교 주기철 기념관,광진구,서울특별시 광진구 광장로5길 25-1 장로회신학대학교,37.54983902,127.10302734,2020-12-14 00:00:00.000,,15,QR
455,3879.0, 중랑천 뚝방길 산책로 입구,광진구,서울특별시 광진구 광진구 동일로 399,37.56628036,127.0774765,2021-06-01 00:00:00.000,,7,QR
456,3881.0, 신자초교입구 교차로,광진구,서울특별시 광진구 뚝섬로 596,37.53298569,127.07579041,2021-07-01 00:00:00.000,,7,QR
457,3880.0, 홍련봉 공원,광진구,서울특별시 광진구 광진구 천호대로 717-18,37.54896927,127.09352875,2021-05-18 00:00:00.000,,13,QR
458,3882.0, 자양2동 주민센터,광진구,서울특별시 광진구 자양로3가길 28,37.52879333,127.08463287,2021-07-23 00:00:00.000,,3,QR
459,3886.0,광진구 민방위교육센터,광진구,서울특별시 광진구 구의동 623-1,37.5391922,127.09801483,2021-09-24 00:00:00.000,,5,QR
460,3890.0,웰츠타워 오피스텔,광진구,광진구 자양동 252-133,37.53803253,127.08355713,2023-01-12 00:00:00.000,,7,QR
461,600.0, 휘경2동 주민센터,동대문구,서울특별시 동대문구 한천로 329 휘경2동 주민센터,37.58991241,127.06867981,2016-06-29 12:00:00.000,10,10,QR
462,601.0, 용신동주민센터,동대문구,서울특별시 동대문구 용두동 65-25 용신동주민센터,37.57594681,127.03736115,2016-06-29 12:00:00.000,10,,LCD
463,602.0, 장안동 사거리,동대문구,서울특별시 동대문구 장한로 25길 2 장안동 사거리,37.57217407,127.07138824,2016-06-29 12:00:00.000,10,10,QR
464,605.0, 신설동역8번출구,동대문구,서울특별시 동대문구 천호대로 26 신설동역9번출구,37.57419968,127.02649689,2016-06-29 12:00:00.000,8,,LCD
465,606.0, 휘경공고앞,동대문구,서울특별시 동대문구 겸재로 21 휘경공고앞,37.58462524,127.07028961,2016-06-29 12:00:00.000,15,,LCD
466,607.0, 신이문역 2번출구,동대문구,서울특별시 동대문구 이문동186-1 신이문역 2번출구,37.60271072,127.06786346,2016-06-29 12:00:00.000,15,,LCD
467,608.0, 전농삼성아파트,동대문구,서울특별시 동대문구 전농로 192 전농삼성아파트,37.58131027,127.05534363,2016-06-29 12:00:00.000,10,,LCD
468,609.0, 제기2교,동대문구,서울특별시 동대문구 제기동 122-388,37.58774567,127.03738403,2016-06-29 12:00:00.000,30,,LCD
469,610.0, 동대문중 교차로,동대문구,서울특별시 동대문구 답십리동 524-1 동대문중 교차로,37.57308578,127.05216217,2016-06-29 12:00:00.000,10,10,QR
470,612.0, 시립동부병원 앞 사거리,동대문구,서울특별시 동대문구 용두동 237-10 시립동부병원 앞 사거리,37.57366562,127.03081512,2016-06-29 12:00:00.000,20,20,QR
471,613.0, 신설동역 10번출구 앞,동대문구,서울특별시 동대문구 신설동 92-34 신설동역 10번출구 앞,37.57527161,127.02346802,2016-06-29 12:00:00.000,8,,LCD
472,614.0, 용두동 사거리,동대문구,서울특별시 동대문구 용두동 237-10 용두동 사거리,37.57768631,127.03101349,2016-06-29 12:00:00.000,23,23,QR
473,615.0, 용두동 래미안허브리츠아파트 앞,동대문구,서울특별시 동대문구 용두동 696-13 용두동 레미안허브리츠아파트 앞,37.57638168,127.03511047,2016-06-29 12:00:00.000,25,25,QR
474,616.0,서울시립대 정문 앞 A,동대문구,서울특별시 동대문구 전농동 135-5 시립대 앞,37.58256149,127.05436707,2016-06-29 12:00:00.000,10,,LCD
475,617.0, 청솔우성아파트 앞,동대문구,서울특별시 동대문구 답십리동 94-2 청솔우성아파트 앞,37.57420349,127.05769348,2016-06-29 12:00:00.000,20,20,QR
476,621.0,전농초등학교 건너편,동대문구,서울특별시 동대문구 전농동 693-1,37.57489014,127.05353546,2016-07-06 12:00:00.000,8,8,QR
477,622.0, 전농사거리 교통섬,동대문구,서울특별시 동대문구 사가정로 119 전농사거리 교통섬(전농서적 앞),37.57779312,127.05783081,2016-07-06 12:00:00.000,15,15,QR
478,623.0,서울시립대 정문 앞 B,동대문구,서울특별시 동대문구 서울시립대로 161 서울시립대 정문 앞(시더프라자빌딩 앞),37.58369827,127.0538559,2016-07-06 12:00:00.000,25,,LCD
479,624.0, 전농동 동아아파트 앞,동대문구,서울특별시 동대문구 서울시립대로 31 전농동 동아아파트 앞(T-World 앞 보도),37.57418823,127.04589081,2016-07-06 12:00:00.000,10,10,QR
480,626.0, 군자교 서측 녹지대,동대문구,서울특별시 동대문구 장한로6길 95 군자교녹지대 동측 앞,37.56115341,127.07096863,2016-07-06 12:00:00.000,17,17,QR
481,627.0, 장안동삼거리 교통섬,동대문구,서울특별시 동대문구 사가정로 240 장안동삼거리 교통섬,37.57863235,127.07190704,2016-07-06 12:00:00.000,10,10,QR
482,628.0, 휘봉고등학교 앞,동대문구,서울특별시 동대문구 한천로 290 휘봉고등학교 앞,37.58681488,127.06754303,2016-07-06 12:00:00.000,15,15,QR
483,630.0, 동대문구 보건소,동대문구,서울특별시 동대문구 천호대로 145 동대문구 보건소,37.57485199,127.04030609,2016-07-06 12:00:00.000,15,15,QR
484,631.0, 답십리역 1번출구,동대문구,서울특별시 동대문구 천호대로 269 답십리역 1번출구,37.5681839,127.05127716,2016-07-06 12:00:00.000,15,15,QR
485,633.0, 청량리 기업은행 앞,동대문구,서울특별시 동대문구 홍릉로 1 청량리 기업은행 앞,37.58040619,127.04482269,2016-07-06 12:00:00.000,8,8,QR
486,634.0, 외국어대 정문 앞,동대문구,서울특별시 동대문구 이문로 107 외국어대 정문 앞,37.59601974,127.05982971,2016-07-06 12:00:00.000,24,,LCD
487,635.0, 시조사 앞,동대문구,서울특별시 동대문구 이문로1길 11 시조사 앞 (청량고정문 옆),37.58751678,127.05277252,2016-07-06 12:00:00.000,12,,LCD
488,636.0, 세종대왕기념관 교차로,동대문구,서울특별시 동대문구 회기로 56 세종대왕기념관 교차로,37.59090042,127.04258728,2016-07-06 12:00:00.000,9,,LCD
489,637.0, KAIST 경영대학 앞,동대문구,서울특별시 동대문구 회기로 85 KAIST 경영대학 앞,37.59161377,127.04579163,2016-07-06 12:00:00.000,10,,LCD
490,638.0, 서울시립대 정보기술관,동대문구,서울특별시 동대문구 한천로43길 12-14 서울시립대 정보기술관,37.58300781,127.06097412,2016-07-06 12:00:00.000,10,10,QR
491,639.0, 서울시립대 후문,동대문구,서울특별시 동대문구 한천로43길 12-14 서울시립대 후문,37.58512497,127.06095123,2016-07-06 12:00:00.000,14,14,QR
492,640.0, 동대문경찰서 교차로,동대문구,서울특별시 동대문구 홍릉로 26-1 거리가게,37.58255005,127.04460144,2016-07-06 12:00:00.000,6,,LCD
493,641.0, 용두역 4번출구,동대문구,서울특별시 동대문구 청계천로 563 용두역 4번출구,37.57375336,127.03853607,2016-07-06 12:00:00.000,10,10,QR
494,642.0, 신답역 사거리,동대문구,서울특별시 동대문구 천호대로 231,37.57035446,127.0484314,2016-07-06 12:00:00.000,7,9,QR
495,643.0, 동대문구민체육센터 (육교아래),동대문구,서울특별시 동대문구 장안동 473-6,37.56697083,127.07429504,2016-07-06 12:00:00.000,10,10,QR
496,648.0, 장안동위더스빌옆,동대문구,서울특별시 동대문구 한천로 42 장안동위더스빌옆,37.56669998,127.06242371,2017-11-28 11:36:57.000,15,,LCD
497,650.0, 중랑교사거리,동대문구,서울특별시 동대문구 망우로 131 중랑교사거리,37.59153366,127.06774139,2017-11-28 11:38:45.000,20,,LCD
498,652.0, 답십리 래미안엘파인아파트 입구,동대문구,서울특별시 동대문구 사가정로 190 답십리 래미안엘파인아파트 입구,37.57653046,127.06594086,2018-11-04 00:00:00.000,10,,LCD
499,654.0, 전농동 텃골공원,동대문구,서울특별시 동대문구 사가정로 65 전농동 텃골공원,37.57762146,127.05210876,2017-11-28 11:39:15.000,10,,LCD
500,656.0, 영휘원 교차로,동대문구,서울특별시 동대문구 홍릉로 78-1 영휘원 교차로,37.58723831,127.0431366,2018-10-22 00:00:00.000,10,,LCD
501,657.0, 동대문롯데캐슬아파트 앞,동대문구,서울특별시 동대문구 전농동 695-5,37.57573318,127.04847717,2018-10-22 00:00:00.000,13,,LCD
502,659.0, 제기동역1번출구,동대문구,서울특별시 동대문구 왕산로 87 제기역1번출구,37.57835007,127.03338623,2018-10-22 00:00:00.000,25,,LCD
503,660.0, 동의보감타워,동대문구,서울특별시 동대문구 왕산로 128 동의보감타워,37.57799911,127.03762817,2018-10-22 00:00:00.000,10,,LCD
504,661.0, 경희대학교 청운관,동대문구,서울특별시 동대문구 경희대로 23 경희의료원,37.59460068,127.05197144,2018-08-30 00:00:00.000,15,,LCD
505,663.0,외대앞역 3번출구,동대문구,서울특별시 동대문구 휘경로14가길 31 외대앞역 4번출구,37.59489059,127.06302643,2018-12-14 00:00:00.000,10,,LCD
506,664.0, 서울시립대 건설공학관,동대문구,서울특별시 동대문구 서울시립대로 163 서울시립대학교,37.58412933,127.05793762,2019-11-20 00:00:00.000,10,,LCD
507,665.0,이문동 쌍용아파트 정문,동대문구,서울특별시 동대문구 한천로58길 47 쌍용아파트,37.59960556,127.06864166,2020-04-19 00:00:00.000,,11,QR
508,666.0,이문대성유니드아파트 앞,동대문구,서울특별시 동대문구 한천로58길 151 이문동대성유니드아파트,37.60362244,127.0708313,2020-04-21 00:00:00.000,,20,QR
509,667.0,청량차도 육교 밑,동대문구,서울특별시 동대문구 청량리동 49,37.58670807,127.04688263,2020-04-19 00:00:00.000,,7,QR
510,668.0,서울축산농협(장안지점),동대문구,서울특별시 동대문구 장한로 79,37.56787109,127.06871796,2020-04-22 00:00:00.000,,10,QR
511,669.0,청계한신휴플러스앞 삼거리,동대문구,서울특별시 동대문구 서울시립대로 14 청계한신휴플러스,37.57214737,127.04460907,2020-04-19 00:00:00.000,,10,QR
512,670.0,삼육서울병원 버스정류장,동대문구,서울특별시 동대문구 망우로 74,37.58968735,127.061409,2020-04-22 00:00:00.000,,9,QR
513,671.0,대광빌딩,동대문구,서울특별시 동대문구 신설동 81-197,37.57734299,127.02337646,2020-03-27 00:00:00.000,,10,QR
514,672.0,대광고등학교,동대문구,서울특별시 동대문구 안암로 6 대광중고등학교,37.57875061,127.02402496,2020-03-27 00:00:00.000,,17,QR
515,673.0,안암골벽산아파트(후문),동대문구,서울특별시 동대문구 약령시로 25 안암골 벽산아파트,37.58407974,127.03103638,2020-03-28 00:00:00.000,,10,QR
516,674.0,고대앞사거리 교통섬,동대문구,서울특별시 성북구 안암동5가 40-11,37.58655167,127.03314209,2020-03-30 00:00:00.000,,15,QR
517,676.0,FITI시험연구원 앞,동대문구,서울특별시 동대문구 제기동 891-2,37.58143234,127.03547668,2020-03-28 00:00:00.000,,9,QR
518,677.0,청량리역 4번 5번출구 사이,동대문구,서울특별시 동대문구 왕산로 202-1 가로판매대,37.5801506,127.04579926,2020-04-19 00:00:00.000,,20,QR
519,678.0,장안힐스테이트(아) 앞,동대문구,서울특별시 동대문구 장안벚꽃로1길 7 장안 힐스테이트,37.57655716,127.0743103,2020-04-26 00:00:00.000,,21,QR
520,679.0,전농SK아파트 앞,동대문구,서울특별시 동대문구 사가정로 150,37.57787704,127.06168365,2020-04-16 00:00:00.000,,10,QR
521,680.0,꿈마루어린이도서관 앞,동대문구,서울특별시 동대문구 이문동 346-131,37.59238434,127.05741119,2020-04-19 00:00:00.000,,22,QR
522,681.0,서울특별시 동부교육지원청(육교),동대문구,서울특별시 동대문구 전농로 168 서울동부교육지원청,37.5798378,127.0563736,2020-04-19 00:00:00.000,,14,QR
523,4102.0, 휘경1동주민센터 앞,동대문구,서울특별시 동대문구 외대역동로6길 3,37.59286499,127.06555939,2020-09-18 00:00:00.000,,7,QR
524,4103.0, 휘경sk뷰아파트 앞,동대문구,서울특별시 동대문구 휘경로 71 맞은편,37.59383774,127.06781769,2020-09-18 00:00:00.000,,10,QR
525,4104.0, 외대앞역 교차로,동대문구,서울특별시 동대문구 외대역동로 67 맞은편,37.59436417,127.06459808,2020-09-18 00:00:00.000,,10,QR
526,4105.0, 서울교통공사사거리 교통섬,동대문구,서울특별시 동대문구 천호대로 343,37.56324005,127.05799103,2020-09-18 00:00:00.000,,10,QR
527,4107.0, 장안동근린공원 입구,동대문구,서울특별시 동대문구 장한로 191 동대문구청소년독서실,37.57633209,127.07172394,2020-09-18 00:00:00.000,,10,QR
528,4108.0, 답십리파크자이아파트 앞,동대문구,서울특별시 동대문구 답십리로56길 124,37.5676918,127.05789185,2020-09-18 00:00:00.000,,10,QR
529,4110.0, 용두롯데캐슬리치아파트 앞,동대문구,서울특별시 동대문구 용두동 150-32,37.57958603,127.03024292,2020-09-21 00:00:00.000,,10,QR
530,4113.0, 한국국방연구원 앞,동대문구,서울특별시 동대문구 회기로 37 한국국방연구원,37.59139633,127.04029846,2020-09-17 00:00:00.000,,10,QR
531,4114.0, 휘경여중고삼거리,동대문구,서울특별시 동대문구 한천로 264 맞은편,37.58392334,127.06827545,2020-09-18 00:00:00.000,,10,QR
532,4116.0, 이문e편한세상아파트 앞,동대문구,서울특별시 동대문구 한천로63길 10 이문e편한세상아파트,37.60460281,127.06692505,2020-09-18 00:00:00.000,,10,QR
533,4117.0, 휘경119안전센터 앞,동대문구,서울특별시 동대문구 망우로 114,37.59087372,127.06536102,2020-09-21 00:00:00.000,,10,QR
534,4121.0, 서울문화재단 앞,동대문구,서울특별시 동대문구 청계천로 517,37.57130051,127.03362274,2020-09-21 00:00:00.000,,15,QR
535,4122.0, 청계9가교차로 앞,동대문구,서울특별시 동대문구 청계천로 471,37.57014847,127.02992249,2020-09-21 00:00:00.000,,10,QR
536,4123.0, 배봉초교 교차로,동대문구,서울특별시 동대문구 사가정로 200,37.57846832,127.06689453,2020-09-18 00:00:00.000,,10,QR
